LAT,LONG
"17° 36' 45,734"" S","66° 35' 29,632"" W"
"17° 36' 45,939"" S","66° 41' 54,823"" W"
"17° 42' 44,282"" S","65° 18' 54,827"" W"
"17° 38' 37,896"" S","65° 22' 0,497"" W"
"17° 36' 22,897"" S","66° 49' 1,048"" W"
"17° 36' 2,397"" S","66° 29' 41,306"" W"
"17° 35' 47,660"" S","66° 35' 59,735"" W"
"17° 33' 8,969"" S","65° 24' 27,853"" W"
"17° 39' 46,292"" S","65° 22' 2,256"" W"
"17° 39' 29,599"" S","65° 26' 23,997"" W"
"17° 32' 13,246"" S","65° 21' 53,947"" W"
"17° 32' 34,743"" S","65° 25' 31,175"" W"
"17° 30' 59,757"" S","65° 23' 44,530"" W"
"17° 39' 28,724"" S","65° 26' 30,581"" W"
"17° 38' 5,174"" S","65° 29' 7,906"" W"
"17° 37' 55,053"" S","65° 17' 30,884"" W"
"17° 36' 56,680"" S","65° 19' 55,319"" W"
"17° 44' 1,366"" S","65° 27' 20,329"" W"
"17° 41' 41,564"" S","65° 16' 32,008"" W"
"17° 39' 57,430"" S","65° 18' 46,567"" W"
"17° 36' 51,736"" S","65° 30' 16,256"" W"
"17° 27' 31,570"" S","66° 18' 51,953"" W"
"17° 34' 35,011"" S","65° 28' 20,060"" W"
"17° 39' 7,427"" S","65° 21' 43,772"" W"
"17° 35' 34,252"" S","65° 25' 59,434"" W"
"17° 47' 4,178"" S","65° 21' 9,217"" W"
"17° 46' 7,902"" S","64° 49' 25,420"" W"
"17° 44' 51,042"" S","65° 16' 6,199"" W"
"17° 46' 15,526"" S","65° 18' 45,037"" W"
"17° 46' 55,034"" S","65° 19' 43,824"" W"
"17° 35' 8,548"" S","65° 22' 20,873"" W"
"17° 34' 52,260"" S","65° 18' 39,624"" W"
"17° 4' 50,193"" S","65° 23' 1,185"" W"
"17° 4' 29,575"" S","65° 20' 11,299"" W"
"17° 4' 19,586"" S","65° 27' 33,106"" W"
"17° 8' 8,616"" S","65° 14' 39,015"" W"
"17° 4' 57,653"" S","65° 17' 57,748"" W"
"17° 3' 46,475"" S","65° 26' 51,351"" W"
"17° 3' 34,306"" S","65° 16' 17,091"" W"
"17° 10' 32,492"" S","65° 13' 16,998"" W"
"17° 8' 39,755"" S","65° 14' 31,054"" W"
"17° 6' 4,536"" S","65° 27' 43,990"" W"
"17° 0' 18,673"" S","65° 16' 26,422"" W"
"17° 5' 9,638"" S","65° 14' 16,496"" W"
"17° 5' 17,374"" S","65° 21' 21,629"" W"
"17° 5' 9,708"" S","65° 27' 52,820"" W"
"17° 3' 41,394"" S","65° 20' 40,938"" W"
"17° 2' 4,319"" S","65° 25' 28,090"" W"
"17° 2' 29,689"" S","65° 13' 14,093"" W"
"17° 2' 46,637"" S","65° 22' 25,932"" W"
"17° 16' 32,160"" S","65° 52' 50,000"" W"
"17° 1' 54,245"" S","65° 19' 26,055"" W"
"17° 1' 30,907"" S","65° 14' 14,264"" W"
"17° 0' 36,960"" S","65° 14' 52,340"" W"
"17° 0' 32,955"" S","65° 17' 39,659"" W"
"16° 59' 57,443"" S","65° 16' 44,111"" W"
"16° 59' 36,822"" S","65° 22' 15,058"" W"
"16° 59' 23,867"" S","65° 20' 25,718"" W"
"17° 1' 42,357"" S","66° 8' 0,234"" W"
"16° 58' 6,611"" S","65° 13' 14,207"" W"
"16° 57' 19,872"" S","65° 13' 23,947"" W"
"17° 25' 42,316"" S","65° 59' 25,953"" W"
"17° 10' 36,657"" S","65° 14' 10,977"" W"
"17° 6' 22,360"" S","65° 12' 15,470"" W"
"17° 7' 32,241"" S","65° 10' 56,612"" W"
"17° 7' 39,281"" S","65° 10' 35,086"" W"
"16° 59' 20,789"" S","65° 17' 53,158"" W"
"16° 59' 19,560"" S","65° 18' 17,342"" W"
"17° 19' 41,531"" S","65° 56' 39,649"" W"
"17° 10' 39,577"" S","65° 56' 27,469"" W"
"17° 10' 21,055"" S","65° 58' 43,055"" W"
"17° 12' 11,114"" S","65° 56' 12,907"" W"
"18° 2' 18,814"" S","65° 2' 24,599"" W"
"18° 19' 40,277"" S","65° 9' 46,521"" W"
"18° 20' 38,642"" S","65° 5' 20,172"" W"
"18° 19' 32,346"" S","64° 59' 19,832"" W"
"18° 19' 1,004"" S","65° 18' 26,178"" W"
"18° 18' 36,819"" S","65° 6' 29,220"" W"
"17° 36' 23,908"" S","66° 17' 32,965"" W"
"17° 45' 16,843"" S","66° 13' 49,050"" W"
"17° 44' 14,852"" S","66° 15' 34,426"" W"
"17° 52' 26,381"" S","66° 12' 53,379"" W"
"17° 47' 32,114"" S","66° 20' 53,945"" W"
"17° 47' 40,241"" S","66° 14' 40,353"" W"
"17° 48' 20,667"" S","66° 9' 53,855"" W"
"17° 48' 2,417"" S","66° 16' 48,858"" W"
"17° 47' 49,823"" S","66° 13' 23,279"" W"
"17° 41' 47,222"" S","66° 21' 18,794"" W"
"17° 46' 48,970"" S","66° 11' 8,150"" W"
"17° 46' 18,315"" S","66° 14' 30,502"" W"
"17° 44' 0,007"" S","66° 18' 43,289"" W"
"17° 43' 24,468"" S","66° 11' 9,539"" W"
"17° 43' 5,407"" S","66° 9' 28,369"" W"
"17° 44' 3,397"" S","66° 16' 54,920"" W"
"17° 45' 44,280"" S","66° 10' 32,018"" W"
"17° 42' 49,243"" S","66° 14' 57,585"" W"
"17° 42' 23,630"" S","66° 19' 41,728"" W"
"17° 41' 5,847"" S","66° 10' 20,306"" W"
"17° 41' 17,064"" S","66° 13' 1,944"" W"
"17° 41' 8,057"" S","66° 11' 43,138"" W"
"17° 42' 2,048"" S","66° 14' 57,098"" W"
"17° 38' 17,864"" S","66° 16' 44,733"" W"
"17° 50' 57,403"" S","66° 18' 57,066"" W"
"17° 51' 43,242"" S","66° 7' 50,145"" W"
"16° 33' 9,374"" S","65° 51' 40,791"" W"
"17° 36' 37,618"" S","66° 17' 2,173"" W"
"17° 51' 31,069"" S","66° 20' 9,449"" W"
"17° 49' 15,218"" S","66° 19' 31,131"" W"
"17° 49' 25,652"" S","66° 18' 51,840"" W"
"17° 46' 1,543"" S","66° 20' 51,135"" W"
"17° 18' 32,001"" S","66° 28' 9,630"" W"
"17° 34' 37,677"" S","66° 21' 0,121"" W"
"17° 33' 39,424"" S","66° 27' 47,338"" W"
"17° 32' 25,103"" S","66° 20' 29,313"" W"
"17° 30' 4,741"" S","66° 19' 40,298"" W"
"17° 27' 59,498"" S","66° 19' 17,047"" W"
"17° 27' 51,698"" S","66° 17' 11,538"" W"
"17° 27' 22,577"" S","66° 27' 36,096"" W"
"17° 27' 20,986"" S","66° 22' 28,911"" W"
"17° 26' 36,019"" S","66° 19' 32,572"" W"
"17° 26' 55,557"" S","66° 26' 5,795"" W"
"17° 26' 24,687"" S","66° 22' 35,663"" W"
"17° 25' 46,264"" S","66° 23' 24,334"" W"
"17° 27' 27,868"" S","66° 29' 13,968"" W"
"17° 26' 14,593"" S","66° 25' 27,559"" W"
"17° 25' 58,175"" S","66° 21' 34,453"" W"
"17° 27' 16,556"" S","66° 28' 8,752"" W"
"17° 25' 29,095"" S","66° 28' 2,863"" W"
"17° 25' 20,166"" S","66° 23' 10,798"" W"
"17° 22' 49,513"" S","66° 27' 51,833"" W"
"17° 22' 11,065"" S","66° 26' 38,143"" W"
"17° 21' 57,425"" S","66° 29' 10,820"" W"
"17° 21' 30,736"" S","66° 26' 57,507"" W"
"17° 21' 43,427"" S","66° 28' 33,691"" W"
"17° 20' 47,378"" S","66° 27' 51,740"" W"
"16° 59' 57,831"" S","65° 34' 36,689"" W"
"17° 3' 51,481"" S","65° 38' 45,557"" W"
"16° 58' 56,776"" S","65° 44' 28,057"" W"
"16° 37' 15,327"" S","65° 35' 26,047"" W"
"16° 34' 36,400"" S","65° 28' 2,684"" W"
"16° 52' 17,191"" S","65° 17' 31,143"" W"
"17° 3' 52,769"" S","66° 5' 37,839"" W"
"16° 48' 26,093"" S","65° 30' 56,867"" W"
"16° 48' 34,601"" S","65° 26' 51,356"" W"
"18° 22' 27,368"" S","65° 19' 2,330"" W"
"16° 47' 28,991"" S","65° 38' 29,602"" W"
"16° 47' 59,832"" S","65° 25' 40,797"" W"
"16° 57' 26,196"" S","65° 29' 25,624"" W"
"17° 8' 59,024"" S","65° 46' 45,794"" W"
"17° 1' 10,253"" S","65° 54' 6,817"" W"
"17° 1' 22,751"" S","65° 26' 37,845"" W"
"17° 1' 26,595"" S","66° 5' 50,005"" W"
"16° 54' 27,723"" S","65° 24' 54,299"" W"
"16° 55' 20,196"" S","65° 28' 6,035"" W"
"16° 54' 21,425"" S","65° 19' 39,172"" W"
"16° 47' 13,512"" S","65° 25' 38,680"" W"
"16° 49' 25,404"" S","65° 14' 46,558"" W"
"16° 28' 47,015"" S","65° 11' 59,146"" W"
"16° 33' 20,366"" S","65° 17' 42,927"" W"
"16° 37' 35,246"" S","65° 18' 32,131"" W"
"16° 44' 58,294"" S","65° 40' 32,243"" W"
"16° 43' 44,513"" S","65° 42' 15,789"" W"
"16° 44' 30,177"" S","65° 19' 19,194"" W"
"16° 44' 41,257"" S","65° 33' 41,674"" W"
"16° 43' 51,096"" S","65° 31' 17,267"" W"
"16° 43' 46,608"" S","65° 35' 1,173"" W"
"16° 42' 54,593"" S","65° 32' 44,973"" W"
"16° 57' 26,851"" S","65° 46' 9,391"" W"
"16° 59' 5,035"" S","65° 26' 43,376"" W"
"16° 59' 46,804"" S","65° 30' 15,441"" W"
"17° 0' 23,409"" S","65° 28' 49,616"" W"
"17° 0' 22,658"" S","65° 33' 25,514"" W"
"16° 56' 53,297"" S","65° 32' 46,631"" W"
"16° 58' 53,690"" S","65° 36' 43,290"" W"
"16° 58' 12,466"" S","65° 34' 7,947"" W"
"17° 10' 22,641"" S","65° 48' 0,916"" W"
"16° 53' 37,744"" S","66° 4' 47,072"" W"
"16° 46' 44,730"" S","65° 11' 7,791"" W"
"16° 46' 31,196"" S","65° 33' 16,906"" W"
"16° 41' 1,354"" S","65° 29' 48,573"" W"
"16° 57' 39,612"" S","65° 57' 11,720"" W"
"16° 58' 2,512"" S","65° 26' 12,319"" W"
"16° 55' 58,750"" S","66° 13' 1,540"" W"
"16° 56' 49,662"" S","65° 23' 23,678"" W"
"16° 42' 58,774"" S","65° 19' 4,268"" W"
"16° 56' 15,038"" S","65° 26' 21,497"" W"
"16° 55' 36,302"" S","65° 33' 9,274"" W"
"17° 39' 51,632"" S","65° 52' 55,522"" W"
"16° 55' 35,243"" S","65° 28' 22,164"" W"
"16° 54' 57,060"" S","65° 36' 12,122"" W"
"16° 55' 39,170"" S","65° 19' 40,127"" W"
"16° 53' 44,556"" S","65° 20' 32,870"" W"
"16° 54' 49,499"" S","65° 18' 35,330"" W"
"16° 52' 16,194"" S","65° 14' 2,786"" W"
"16° 50' 53,675"" S","65° 28' 14,913"" W"
"16° 50' 13,169"" S","65° 30' 22,774"" W"
"16° 53' 39,550"" S","65° 15' 34,434"" W"
"16° 50' 41,849"" S","65° 29' 11,766"" W"
"16° 49' 49,542"" S","65° 36' 21,834"" W"
"17° 0' 9,431"" S","65° 35' 20,636"" W"
"16° 50' 21,073"" S","65° 12' 36,928"" W"
"16° 49' 22,760"" S","65° 32' 27,455"" W"
"16° 52' 37,851"" S","65° 13' 42,065"" W"
"16° 42' 13,848"" S","65° 34' 34,518"" W"
"16° 49' 23,748"" S","65° 37' 11,022"" W"
"16° 49' 42,903"" S","65° 12' 39,941"" W"
"16° 42' 44,489"" S","65° 39' 46,519"" W"
"16° 41' 59,428"" S","65° 25' 33,640"" W"
"16° 41' 46,170"" S","65° 41' 8,634"" W"
"16° 42' 13,445"" S","65° 16' 4,718"" W"
"16° 40' 56,312"" S","65° 29' 11,682"" W"
"16° 52' 34,103"" S","65° 56' 20,835"" W"
"18° 17' 58,412"" S","64° 53' 53,050"" W"
"16° 59' 47,988"" S","66° 7' 22,718"" W"
"18° 17' 48,765"" S","65° 14' 59,723"" W"
"18° 9' 22,991"" S","65° 9' 38,645"" W"
"18° 16' 2,566"" S","65° 0' 10,481"" W"
"18° 15' 36,341"" S","65° 8' 58,495"" W"
"18° 14' 14,480"" S","65° 15' 48,670"" W"
"18° 13' 27,944"" S","65° 11' 13,708"" W"
"18° 13' 23,905"" S","65° 14' 4,268"" W"
"18° 12' 53,042"" S","65° 9' 11,379"" W"
"18° 12' 32,192"" S","65° 12' 18,237"" W"
"18° 34' 11,231"" S","65° 10' 14,767"" W"
"18° 32' 20,465"" S","65° 10' 17,130"" W"
"18° 28' 32,527"" S","65° 5' 13,337"" W"
"18° 27' 29,571"" S","65° 15' 35,183"" W"
"18° 26' 4,101"" S","64° 57' 10,879"" W"
"18° 14' 4,033"" S","64° 55' 54,477"" W"
"18° 15' 40,740"" S","64° 56' 22,460"" W"
"18° 35' 42,772"" S","65° 4' 52,026"" W"
"18° 16' 53,584"" S","64° 58' 26,005"" W"
"17° 46' 30,370"" S","66° 31' 7,796"" W"
"16° 39' 31,972"" S","65° 44' 2,671"" W"
"17° 35' 22,696"" S","66° 8' 58,323"" W"
"17° 19' 17,533"" S","66° 14' 15,382"" W"
"17° 27' 3,214"" S","66° 32' 40,226"" W"
"17° 46' 14,046"" S","65° 7' 10,299"" W"
"16° 54' 40,876"" S","65° 8' 17,060"" W"
"17° 31' 39,030"" S","65° 39' 47,390"" W"
"17° 41' 53,469"" S","65° 33' 2,484"" W"
"17° 30' 43,490"" S","66° 0' 10,073"" W"
"17° 33' 7,469"" S","65° 57' 19,064"" W"
"17° 33' 14,808"" S","65° 57' 43,497"" W"
"17° 21' 7,285"" S","65° 43' 39,506"" W"
"17° 16' 40,466"" S","65° 24' 11,505"" W"
"17° 27' 45,246"" S","65° 40' 34,619"" W"
"17° 28' 34,520"" S","65° 37' 56,200"" W"
"17° 23' 57,624"" S","65° 52' 5,020"" W"
"17° 24' 2,374"" S","65° 49' 50,538"" W"
"17° 30' 55,548"" S","65° 27' 22,318"" W"
"17° 23' 32,293"" S","65° 47' 15,607"" W"
"17° 22' 3,587"" S","65° 47' 36,782"" W"
"17° 21' 42,856"" S","65° 47' 46,525"" W"
"17° 22' 50,243"" S","65° 47' 22,911"" W"
"17° 30' 34,163"" S","65° 43' 55,848"" W"
"17° 22' 38,642"" S","65° 47' 38,059"" W"
"17° 29' 1,211"" S","65° 39' 19,693"" W"
"17° 29' 51,017"" S","65° 42' 43,885"" W"
"17° 28' 51,694"" S","65° 45' 7,421"" W"
"17° 33' 42,814"" S","66° 8' 59,966"" W"
"17° 29' 29,307"" S","65° 27' 12,518"" W"
"17° 29' 34,879"" S","65° 41' 7,969"" W"
"17° 28' 43,519"" S","65° 34' 6,366"" W"
"17° 28' 24,328"" S","65° 42' 16,413"" W"
"17° 16' 24,303"" S","66° 11' 33,149"" W"
"17° 13' 32,708"" S","66° 13' 18,689"" W"
"17° 10' 26,457"" S","66° 15' 34,580"" W"
"17° 9' 2,653"" S","66° 16' 35,596"" W"
"17° 7' 28,436"" S","66° 12' 9,406"" W"
"17° 6' 42,267"" S","66° 8' 53,286"" W"
"17° 9' 8,981"" S","66° 15' 29,739"" W"
"17° 16' 1,420"" S","66° 9' 40,582"" W"
"17° 14' 50,772"" S","66° 14' 5,464"" W"
"17° 11' 50,286"" S","66° 14' 37,645"" W"
"17° 35' 15,576"" S","66° 14' 39,559"" W"
"17° 34' 14,969"" S","66° 15' 47,884"" W"
"17° 38' 45,477"" S","65° 55' 8,973"" W"
"17° 38' 13,648"" S","65° 56' 33,467"" W"
"17° 37' 57,957"" S","65° 55' 5,462"" W"
"17° 37' 37,661"" S","65° 56' 27,188"" W"
"17° 37' 48,240"" S","65° 56' 51,225"" W"
"17° 37' 8,702"" S","65° 53' 52,177"" W"
"17° 36' 40,613"" S","65° 54' 55,405"" W"
"17° 36' 21,745"" S","65° 55' 12,498"" W"
"17° 36' 42,086"" S","65° 54' 39,311"" W"
"17° 41' 55,339"" S","65° 53' 36,845"" W"
"17° 39' 40,310"" S","65° 57' 25,276"" W"
"17° 37' 25,907"" S","65° 55' 5,369"" W"
"17° 38' 21,258"" S","65° 54' 41,648"" W"
"17° 44' 34,644"" S","65° 54' 49,923"" W"
"17° 44' 41,890"" S","65° 55' 18,844"" W"
"17° 44' 26,093"" S","65° 52' 48,547"" W"
"17° 33' 36,662"" S","66° 12' 23,192"" W"
"17° 32' 30,040"" S","66° 13' 19,340"" W"
"17° 43' 51,412"" S","65° 55' 43,631"" W"
"17° 43' 27,046"" S","65° 54' 3,588"" W"
"17° 43' 14,587"" S","65° 55' 5,966"" W"
"17° 36' 3,172"" S","66° 16' 12,688"" W"
"17° 40' 21,541"" S","66° 12' 47,562"" W"
"17° 38' 22,265"" S","66° 9' 28,066"" W"
"17° 34' 15,390"" S","66° 12' 17,768"" W"
"17° 33' 14,834"" S","66° 7' 40,664"" W"
"17° 5' 47,091"" S","66° 18' 47,943"" W"
"17° 5' 19,664"" S","66° 25' 40,305"" W"
"17° 4' 55,797"" S","66° 21' 31,174"" W"
"17° 20' 26,756"" S","66° 17' 8,278"" W"
"17° 24' 32,821"" S","66° 37' 38,595"" W"
"17° 20' 45,430"" S","66° 39' 54,902"" W"
"17° 19' 9,692"" S","66° 42' 57,230"" W"
"17° 17' 43,699"" S","66° 48' 41,084"" W"
"17° 26' 7,617"" S","66° 43' 31,614"" W"
"17° 25' 27,526"" S","66° 43' 56,028"" W"
"17° 19' 51,639"" S","66° 46' 38,193"" W"
"17° 23' 51,490"" S","66° 46' 58,878"" W"
"17° 23' 7,953"" S","66° 39' 26,138"" W"
"17° 22' 53,339"" S","66° 36' 54,243"" W"
"17° 22' 53,694"" S","66° 44' 42,860"" W"
"17° 20' 44,583"" S","66° 45' 1,046"" W"
"17° 20' 50,249"" S","66° 38' 29,615"" W"
"17° 21' 26,248"" S","66° 43' 52,543"" W"
"17° 21' 35,820"" S","66° 42' 55,140"" W"
"17° 20' 37,586"" S","66° 40' 11,925"" W"
"17° 20' 12,690"" S","66° 42' 33,249"" W"
"17° 20' 27,360"" S","66° 49' 11,498"" W"
"17° 20' 8,990"" S","66° 37' 19,994"" W"
"17° 19' 31,996"" S","66° 41' 21,682"" W"
"17° 19' 1,836"" S","66° 38' 32,530"" W"
"17° 15' 54,945"" S","66° 51' 59,636"" W"
"17° 16' 26,763"" S","66° 45' 18,126"" W"
"17° 15' 30,613"" S","66° 42' 37,551"" W"
"17° 14' 31,195"" S","66° 51' 31,008"" W"
"17° 12' 59,454"" S","66° 50' 31,939"" W"
"16° 55' 39,019"" S","66° 51' 28,388"" W"
"16° 55' 5,880"" S","66° 56' 37,042"" W"
"16° 54' 47,807"" S","66° 50' 20,532"" W"
"17° 2' 1,444"" S","66° 56' 40,289"" W"
"17° 1' 34,849"" S","66° 49' 23,544"" W"
"17° 13' 1,893"" S","66° 45' 22,988"" W"
"17° 8' 23,769"" S","66° 43' 26,109"" W"
"17° 5' 39,956"" S","66° 49' 0,766"" W"
"17° 28' 22,881"" S","65° 48' 32,494"" W"
"17° 27' 32,460"" S","65° 50' 32,040"" W"
"17° 33' 59,703"" S","65° 54' 15,833"" W"
"17° 31' 40,428"" S","65° 52' 18,625"" W"
"17° 33' 36,039"" S","65° 54' 45,873"" W"
"17° 28' 48,061"" S","65° 49' 2,341"" W"
"17° 27' 48,461"" S","65° 52' 58,200"" W"
"17° 27' 30,314"" S","65° 50' 13,999"" W"
"17° 41' 8,233"" S","65° 49' 39,344"" W"
"17° 40' 5,233"" S","65° 44' 37,774"" W"
"17° 41' 2,184"" S","65° 47' 20,708"" W"
"17° 56' 17,393"" S","66° 27' 57,153"" W"
"17° 22' 36,201"" S","65° 4' 57,211"" W"
"17° 23' 2,770"" S","65° 5' 30,979"" W"
"17° 38' 8,894"" S","65° 12' 42,928"" W"
"17° 19' 54,337"" S","65° 6' 8,097"" W"
"17° 37' 26,525"" S","65° 7' 43,240"" W"
"17° 40' 4,336"" S","65° 13' 19,295"" W"
"17° 39' 23,009"" S","65° 6' 21,657"" W"
"17° 44' 12,957"" S","65° 14' 30,464"" W"
"17° 56' 8,225"" S","65° 9' 50,275"" W"
"17° 54' 32,366"" S","65° 9' 40,534"" W"
"17° 53' 44,795"" S","65° 1' 26,581"" W"
"17° 52' 8,606"" S","65° 10' 56,633"" W"
"17° 51' 51,233"" S","65° 1' 55,451"" W"
"17° 1' 17,029"" S","65° 49' 6,248"" W"
"17° 50' 23,666"" S","65° 8' 56,201"" W"
"17° 51' 9,320"" S","65° 1' 54,868"" W"
"17° 46' 47,377"" S","65° 3' 57,509"" W"
"17° 18' 5,203"" S","66° 20' 46,358"" W"
"17° 23' 31,405"" S","66° 21' 10,850"" W"
"17° 19' 30,608"" S","66° 24' 15,167"" W"
"17° 24' 24,129"" S","66° 22' 8,729"" W"
"17° 46' 20,201"" S","65° 12' 9,102"" W"
"17° 18' 52,569"" S","65° 13' 2,075"" W"
"17° 46' 9,803"" S","65° 3' 11,018"" W"
"17° 45' 28,131"" S","65° 10' 15,835"" W"
"17° 45' 49,395"" S","65° 13' 24,701"" W"
"17° 40' 40,556"" S","65° 11' 22,700"" W"
"17° 41' 8,635"" S","65° 8' 27,400"" W"
"17° 40' 44,956"" S","65° 5' 38,011"" W"
"17° 37' 23,984"" S","65° 14' 40,943"" W"
"17° 21' 33,748"" S","65° 7' 0,220"" W"
"17° 22' 57,388"" S","65° 8' 40,262"" W"
"17° 39' 37,311"" S","65° 7' 54,043"" W"
"17° 40' 2,829"" S","65° 6' 36,438"" W"
"17° 50' 43,584"" S","64° 58' 47,661"" W"
"17° 42' 53,425"" S","65° 12' 24,608"" W"
"16° 54' 59,180"" S","64° 55' 38,564"" W"
"17° 43' 4,059"" S","65° 5' 12,684"" W"
"17° 43' 11,946"" S","65° 10' 30,310"" W"
"17° 46' 3,335"" S","65° 16' 54,915"" W"
"17° 49' 5,391"" S","65° 17' 40,685"" W"
"17° 53' 28,633"" S","65° 9' 34,508"" W"
"17° 51' 16,787"" S","65° 13' 33,447"" W"
"17° 51' 35,289"" S","65° 12' 47,748"" W"
"17° 39' 58,658"" S","65° 3' 36,070"" W"
"17° 41' 4,806"" S","65° 6' 57,187"" W"
"17° 19' 9,178"" S","65° 13' 31,371"" W"
"17° 38' 30,626"" S","65° 1' 5,563"" W"
"17° 22' 58,680"" S","66° 22' 3,737"" W"
"17° 20' 20,318"" S","66° 18' 59,655"" W"
"17° 22' 30,393"" S","66° 22' 55,585"" W"
"17° 22' 5,348"" S","66° 24' 33,748"" W"
"17° 21' 20,578"" S","66° 24' 8,989"" W"
"17° 20' 0,531"" S","66° 22' 39,027"" W"
"16° 57' 8,999"" S","64° 47' 47,381"" W"
"16° 56' 28,568"" S","64° 55' 48,034"" W"
"17° 3' 27,961"" S","64° 51' 26,607"" W"
"17° 10' 47,594"" S","64° 42' 12,875"" W"
"17° 15' 10,138"" S","64° 39' 6,202"" W"
"17° 9' 48,757"" S","64° 51' 57,420"" W"
"17° 10' 42,627"" S","65° 4' 38,204"" W"
"17° 14' 46,217"" S","66° 31' 3,599"" W"
"17° 39' 23,057"" S","65° 29' 29,372"" W"
"17° 49' 44,669"" S","66° 33' 52,395"" W"
"17° 14' 31,951"" S","64° 55' 5,860"" W"
"17° 3' 16,332"" S","64° 49' 42,136"" W"
"17° 1' 36,913"" S","64° 46' 47,973"" W"
"17° 5' 48,272"" S","64° 47' 35,291"" W"
"17° 1' 12,556"" S","64° 55' 50,630"" W"
"17° 7' 26,593"" S","64° 43' 15,658"" W"
"17° 1' 42,054"" S","64° 43' 6,858"" W"
"17° 2' 0,401"" S","64° 44' 38,628"" W"
"17° 8' 18,615"" S","65° 4' 22,220"" W"
"16° 56' 41,616"" S","64° 59' 32,141"" W"
"17° 12' 24,820"" S","64° 53' 6,745"" W"
"16° 58' 19,869"" S","64° 58' 11,796"" W"
"17° 37' 6,760"" S","66° 22' 11,696"" W"
"17° 8' 53,132"" S","65° 1' 2,129"" W"
"17° 5' 45,515"" S","65° 1' 29,428"" W"
"16° 54' 44,575"" S","64° 55' 16,138"" W"
"16° 51' 46,421"" S","64° 47' 21,454"" W"
"16° 9' 50,578"" S","64° 53' 47,172"" W"
"17° 57' 37,257"" S","65° 31' 40,025"" W"
"17° 34' 15,327"" S","66° 6' 0,998"" W"
"18° 20' 18,311"" S","65° 24' 8,439"" W"
"18° 17' 58,572"" S","65° 27' 26,901"" W"
"18° 10' 38,757"" S","65° 34' 45,504"" W"
"18° 9' 0,032"" S","65° 31' 0,601"" W"
"18° 10' 53,306"" S","65° 21' 52,780"" W"
"18° 12' 53,641"" S","65° 19' 51,167"" W"
"18° 12' 15,086"" S","65° 19' 28,847"" W"
"17° 58' 36,784"" S","65° 30' 36,639"" W"
"17° 57' 4,817"" S","65° 19' 39,984"" W"
"17° 57' 17,400"" S","65° 21' 46,585"" W"
"17° 56' 45,665"" S","65° 21' 26,408"" W"
"17° 55' 22,311"" S","65° 19' 13,744"" W"
"18° 6' 52,599"" S","65° 36' 47,356"" W"
"18° 14' 12,636"" S","65° 29' 9,563"" W"
"17° 52' 46,884"" S","65° 23' 9,985"" W"
"17° 53' 19,581"" S","65° 25' 35,825"" W"
"17° 56' 45,151"" S","65° 22' 4,637"" W"
"17° 56' 9,085"" S","65° 28' 32,358"" W"
"18° 13' 42,163"" S","65° 32' 7,326"" W"
"17° 29' 15,641"" S","66° 6' 53,308"" W"
"18° 5' 15,072"" S","65° 32' 5,063"" W"
"18° 22' 8,074"" S","65° 21' 4,192"" W"
"18° 20' 5,908"" S","65° 23' 21,776"" W"
"18° 18' 21,047"" S","65° 22' 32,949"" W"
"18° 19' 14,914"" S","65° 20' 32,196"" W"
"18° 5' 9,195"" S","65° 15' 48,733"" W"
"18° 10' 40,814"" S","65° 20' 36,362"" W"
"18° 10' 3,391"" S","65° 24' 44,341"" W"
"17° 24' 17,742"" S","64° 22' 42,713"" W"
"17° 22' 45,081"" S","64° 22' 4,926"" W"
"17° 20' 57,419"" S","64° 23' 47,497"" W"
"17° 22' 53,191"" S","64° 27' 3,722"" W"
"17° 25' 47,902"" S","64° 30' 38,382"" W"
"17° 18' 52,810"" S","64° 33' 32,980"" W"
"17° 19' 27,680"" S","64° 34' 48,188"" W"
"17° 24' 54,628"" S","64° 30' 50,669"" W"
"17° 21' 1,527"" S","64° 32' 59,623"" W"
"17° 19' 27,699"" S","64° 37' 6,355"" W"
"17° 20' 51,167"" S","64° 35' 7,143"" W"
"17° 22' 8,974"" S","64° 36' 6,809"" W"
"17° 20' 34,005"" S","64° 29' 44,153"" W"
"17° 2' 35,049"" S","64° 36' 52,949"" W"
"17° 7' 19,426"" S","64° 36' 10,954"" W"
"17° 16' 20,032"" S","64° 11' 26,398"" W"
"17° 0' 33,229"" S","64° 38' 31,717"" W"
"17° 11' 33,796"" S","64° 37' 26,235"" W"
"17° 10' 3,936"" S","64° 36' 54,895"" W"
"17° 9' 22,874"" S","64° 28' 51,504"" W"
"17° 8' 37,443"" S","64° 29' 38,046"" W"
"17° 9' 24,856"" S","64° 34' 31,829"" W"
"17° 13' 48,023"" S","64° 30' 19,053"" W"
"17° 4' 8,195"" S","64° 39' 31,328"" W"
"17° 3' 24,790"" S","64° 36' 36,909"" W"
"17° 7' 22,399"" S","64° 40' 15,387"" W"
"17° 6' 56,157"" S","64° 30' 32,041"" W"
"17° 7' 51,846"" S","64° 35' 40,469"" W"
"17° 34' 46,760"" S","66° 3' 49,465"" W"
"17° 34' 1,868"" S","66° 4' 23,132"" W"
"17° 14' 23,173"" S","64° 36' 28,522"" W"
"17° 15' 27,075"" S","64° 30' 20,960"" W"
"17° 14' 49,302"" S","64° 29' 39,302"" W"
"17° 15' 2,948"" S","64° 27' 43,461"" W"
