LAT,LONG
"15° 4' 59,541"" S","69° 2' 33,472"" W"
"17° 9' 2,497"" S","67° 33' 56,132"" W"
"17° 8' 24,347"" S","67° 34' 38,780"" W"
"17° 9' 41,968"" S","67° 52' 13,430"" W"
"17° 10' 24,437"" S","68° 4' 52,087"" W"
"16° 53' 42,787"" S","67° 54' 49,954"" W"
"15° 25' 27,782"" S","69° 0' 13,571"" W"
"16° 45' 11,279"" S","67° 12' 54,391"" W"
"16° 50' 56,407"" S","67° 33' 8,005"" W"
"16° 37' 37,815"" S","68° 30' 9,899"" W"
"16° 26' 43,716"" S","67° 27' 28,195"" W"
"16° 40' 37,788"" S","68° 54' 8,403"" W"
"16° 40' 0,756"" S","68° 51' 44,589"" W"
"16° 21' 24,458"" S","67° 46' 11,721"" W"
"16° 25' 26,617"" S","67° 26' 17,084"" W"
"16° 25' 50,172"" S","67° 35' 11,894"" W"
"16° 29' 32,369"" S","68° 2' 16,351"" W"
"16° 31' 31,575"" S","68° 18' 20,352"" W"
"16° 21' 56,976"" S","67° 31' 11,802"" W"
"16° 22' 15,190"" S","67° 34' 24,297"" W"
"16° 26' 5,294"" S","68° 1' 51,914"" W"
"16° 23' 26,804"" S","67° 45' 2,754"" W"
"16° 30' 44,457"" S","68° 29' 21,473"" W"
"16° 23' 6,303"" S","67° 44' 32,718"" W"
"16° 36' 58,485"" S","68° 59' 49,103"" W"
"16° 15' 46,131"" S","67° 13' 36,957"" W"
"16° 18' 37,054"" S","67° 37' 7,242"" W"
"16° 7' 21,416"" S","68° 5' 17,257"" W"
"16° 13' 13,408"" S","68° 35' 0,532"" W"
"14° 32' 13,730"" S","68° 31' 38,284"" W"
"15° 58' 4,393"" S","67° 10' 51,000"" W"
"16° 12' 53,358"" S","68° 40' 18,447"" W"
"16° 3' 22,573"" S","68° 0' 50,720"" W"
"16° 12' 3,021"" S","68° 42' 57,372"" W"
"16° 3' 40,870"" S","68° 39' 43,794"" W"
"15° 50' 19,861"" S","66° 55' 11,517"" W"
"15° 51' 36,307"" S","67° 12' 49,152"" W"
"15° 54' 19,989"" S","67° 31' 50,355"" W"
"16° 4' 50,850"" S","68° 45' 10,502"" W"
"15° 50' 8,416"" S","67° 31' 21,441"" W"
"17° 48' 45,197"" S","67° 47' 53,591"" W"
"17° 48' 24,169"" S","67° 47' 10,077"" W"
"16° 5' 39,707"" S","68° 49' 40,376"" W"
"16° 5' 44,378"" S","68° 50' 27,539"" W"
"15° 48' 9,365"" S","67° 21' 30,186"" W"
"15° 49' 9,398"" S","67° 28' 55,597"" W"
"15° 46' 20,218"" S","67° 21' 55,218"" W"
"16° 1' 58,436"" S","68° 42' 27,389"" W"
"16° 3' 0,235"" S","68° 49' 18,657"" W"
"15° 37' 45,169"" S","67° 10' 23,875"" W"
"15° 41' 29,286"" S","66° 57' 15,153"" W"
"15° 58' 53,931"" S","68° 34' 16,672"" W"
"15° 45' 21,908"" S","67° 25' 28,114"" W"
"16° 5' 56,522"" S","69° 3' 41,678"" W"
"15° 45' 30,010"" S","67° 29' 38,073"" W"
"15° 55' 56,837"" S","68° 42' 27,178"" W"
"15° 49' 4,427"" S","68° 14' 27,290"" W"
"15° 55' 36,103"" S","68° 42' 45,517"" W"
"15° 38' 32,600"" S","67° 25' 43,572"" W"
"17° 41' 35,537"" S","67° 52' 24,907"" W"
"15° 54' 4,073"" S","68° 43' 42,316"" W"
"15° 40' 38,143"" S","67° 42' 8,594"" W"
"15° 52' 1,455"" S","68° 37' 11,372"" W"
"15° 36' 56,861"" S","67° 26' 20,747"" W"
"15° 55' 20,336"" S","68° 53' 16,875"" W"
"15° 55' 10,220"" S","68° 51' 13,692"" W"
"15° 36' 44,931"" S","67° 23' 51,705"" W"
"15° 51' 5,338"" S","68° 37' 2,016"" W"
"15° 34' 26,254"" S","67° 15' 32,903"" W"
"15° 47' 5,639"" S","68° 39' 57,796"" W"
"15° 33' 41,850"" S","67° 13' 30,722"" W"
"15° 53' 7,846"" S","68° 48' 46,878"" W"
"15° 50' 56,337"" S","68° 50' 16,652"" W"
"15° 46' 0,310"" S","68° 45' 29,165"" W"
"15° 26' 55,391"" S","68° 3' 34,057"" W"
"15° 59' 1,249"" S","68° 40' 57,502"" W"
"15° 29' 26,263"" S","68° 52' 43,302"" W"
"15° 22' 11,577"" S","68° 46' 41,776"" W"
"15° 24' 15,378"" S","68° 45' 40,425"" W"
"15° 33' 29,068"" S","69° 16' 29,880"" W"
"15° 25' 53,976"" S","69° 10' 58,364"" W"
"15° 19' 41,268"" S","68° 55' 55,228"" W"
"15° 35' 38,920"" S","68° 56' 54,242"" W"
"14° 42' 58,401"" S","68° 31' 57,532"" W"
"14° 23' 34,872"" S","67° 33' 30,546"" W"
"15° 57' 0,988"" S","68° 47' 19,184"" W"
"16° 7' 55,554"" S","66° 59' 30,794"" W"
"17° 17' 14,408"" S","67° 55' 24,062"" W"
"12° 58' 41,763"" S","67° 3' 30,357"" W"
"17° 6' 5,730"" S","69° 14' 33,611"" W"
"17° 3' 17,969"" S","67° 8' 26,133"" W"
"16° 55' 48,183"" S","69° 1' 40,726"" W"
"15° 27' 5,410"" S","68° 35' 5,176"" W"
"17° 14' 56,390"" S","67° 11' 44,900"" W"
"15° 48' 33,391"" S","68° 45' 2,494"" W"
"16° 16' 13,043"" S","66° 59' 15,816"" W"
"15° 17' 46,570"" S","68° 26' 19,635"" W"
"15° 45' 43,582"" S","67° 37' 2,955"" W"
"15° 48' 9,491"" S","67° 34' 30,947"" W"
"15° 47' 0,768"" S","67° 31' 27,855"" W"
"15° 48' 30,961"" S","67° 37' 37,453"" W"
"16° 2' 4,178"" S","68° 44' 6,639"" W"
"16° 3' 12,603"" S","68° 48' 44,937"" W"
"15° 48' 36,120"" S","67° 39' 16,527"" W"
"15° 43' 9,445"" S","67° 4' 17,947"" W"
"15° 47' 32,832"" S","67° 35' 4,815"" W"
"16° 0' 58,475"" S","68° 42' 30,369"" W"
"15° 45' 54,894"" S","67° 26' 32,550"" W"
"16° 1' 0,936"" S","68° 43' 13,757"" W"
"15° 46' 4,674"" S","67° 32' 3,538"" W"
"15° 42' 15,587"" S","67° 11' 0,126"" W"
"16° 28' 18,185"" S","67° 27' 12,888"" W"
"15° 36' 25,421"" S","67° 22' 18,700"" W"
"15° 53' 55,361"" S","68° 47' 15,191"" W"
"17° 42' 5,290"" S","68° 0' 56,172"" W"
"15° 35' 26,696"" S","67° 20' 39,625"" W"
"15° 35' 58,575"" S","67° 24' 23,794"" W"
"15° 36' 17,276"" S","67° 26' 30,164"" W"
"15° 41' 17,670"" S","68° 42' 15,652"" W"
"15° 36' 1,293"" S","68° 40' 2,285"" W"
"17° 22' 27,515"" S","66° 54' 17,959"" W"
"15° 26' 10,546"" S","69° 11' 16,921"" W"
"15° 37' 9,638"" S","67° 1' 51,595"" W"
"13° 43' 50,510"" S","68° 10' 35,124"" W"
"15° 30' 20,977"" S","69° 15' 25,268"" W"
"16° 1' 30,276"" S","68° 40' 19,686"" W"
"16° 52' 22,330"" S","67° 33' 52,524"" W"
"17° 10' 22,236"" S","69° 22' 23,573"" W"
"17° 16' 17,300"" S","67° 32' 22,211"" W"
"17° 18' 52,096"" S","68° 6' 44,446"" W"
"17° 14' 23,033"" S","67° 5' 52,868"" W"
"17° 2' 58,247"" S","67° 47' 14,433"" W"
"17° 16' 42,450"" S","69° 17' 23,451"" W"
"15° 56' 16,419"" S","67° 31' 10,509"" W"
"15° 38' 2,635"" S","67° 21' 27,774"" W"
"17° 9' 6,101"" S","69° 25' 17,839"" W"
"15° 52' 21,984"" S","68° 37' 7,248"" W"
"15° 53' 6,639"" S","67° 9' 18,706"" W"
"17° 6' 40,791"" S","69° 9' 59,519"" W"
"15° 50' 33,293"" S","67° 32' 33,886"" W"
"15° 20' 25,298"" S","68° 29' 36,168"" W"
"16° 4' 21,630"" S","68° 47' 45,654"" W"
"15° 55' 56,807"" S","67° 2' 48,636"" W"
"15° 54' 36,881"" S","67° 36' 53,904"" W"
"17° 25' 10,685"" S","67° 56' 40,813"" W"
"15° 56' 55,649"" S","67° 9' 40,354"" W"
"16° 4' 0,682"" S","68° 35' 45,180"" W"
"16° 13' 5,055"" S","68° 50' 33,756"" W"
"16° 54' 14,399"" S","68° 16' 52,988"" W"
"16° 19' 58,289"" S","68° 23' 55,126"" W"
"16° 48' 10,923"" S","69° 9' 54,950"" W"
"16° 53' 4,223"" S","67° 56' 56,243"" W"
"16° 59' 49,497"" S","68° 40' 47,495"" W"
"17° 24' 59,465"" S","66° 53' 44,031"" W"
"16° 30' 5,880"" S","67° 26' 35,456"" W"
"17° 28' 49,568"" S","68° 9' 55,348"" W"
"16° 51' 33,222"" S","67° 42' 25,478"" W"
"16° 57' 23,940"" S","68° 40' 49,268"" W"
"16° 59' 6,973"" S","68° 36' 54,294"" W"
"16° 23' 56,944"" S","67° 25' 52,462"" W"
"16° 53' 7,804"" S","67° 56' 21,516"" W"
"16° 52' 33,987"" S","68° 12' 8,591"" W"
"17° 6' 14,390"" S","67° 6' 10,016"" W"
"16° 28' 29,953"" S","67° 28' 43,860"" W"
"16° 50' 19,279"" S","67° 54' 5,838"" W"
"17° 5' 58,027"" S","68° 57' 15,577"" W"
"16° 51' 47,427"" S","67° 6' 9,489"" W"
"17° 8' 16,763"" S","69° 7' 0,617"" W"
"17° 9' 59,965"" S","69° 15' 32,319"" W"
"17° 1' 8,917"" S","67° 47' 53,514"" W"
"17° 8' 51,990"" S","69° 11' 36,529"" W"
"16° 58' 19,554"" S","68° 12' 12,617"" W"
"16° 54' 13,746"" S","67° 31' 37,424"" W"
"16° 54' 1,968"" S","67° 31' 32,258"" W"
"17° 9' 6,254"" S","69° 15' 0,810"" W"
"17° 9' 20,456"" S","69° 10' 39,257"" W"
"17° 2' 25,561"" S","68° 45' 28,032"" W"
"17° 0' 36,721"" S","68° 35' 34,985"" W"
"17° 7' 36,715"" S","69° 12' 16,288"" W"
"16° 49' 38,061"" S","66° 52' 6,260"" W"
"17° 21' 50,667"" S","66° 59' 23,793"" W"
"15° 19' 27,017"" S","69° 3' 36,343"" W"
"16° 50' 7,435"" S","67° 2' 23,819"" W"
"17° 11' 48,764"" S","69° 30' 32,479"" W"
"16° 48' 29,466"" S","67° 50' 38,484"" W"
"16° 41' 16,154"" S","66° 45' 32,926"" W"
"16° 50' 32,586"" S","69° 9' 59,837"" W"
"16° 44' 47,607"" S","68° 51' 31,019"" W"
"16° 29' 38,070"" S","67° 32' 13,086"" W"
"16° 42' 28,516"" S","69° 1' 31,571"" W"
"16° 26' 46,786"" S","67° 29' 22,086"" W"
"16° 25' 17,848"" S","67° 30' 4,831"" W"
"16° 36' 38,006"" S","68° 40' 14,932"" W"
"16° 25' 27,276"" S","67° 31' 1,258"" W"
"16° 36' 37,290"" S","68° 47' 1,140"" W"
"16° 24' 25,507"" S","67° 35' 18,158"" W"
"17° 40' 24,902"" S","67° 59' 10,257"" W"
"16° 35' 1,456"" S","68° 48' 9,915"" W"
"13° 38' 51,602"" S","67° 53' 42,449"" W"
"16° 37' 13,483"" S","66° 55' 15,836"" W"
"15° 1' 21,208"" S","68° 27' 21,020"" W"
"13° 53' 41,626"" S","68° 4' 26,887"" W"
"12° 54' 41,308"" S","66° 59' 30,755"" W"
"16° 43' 36,747"" S","67° 11' 34,368"" W"
"16° 11' 33,770"" S","68° 57' 22,782"" W"
"15° 31' 13,262"" S","68° 49' 4,345"" W"
"16° 34' 28,615"" S","67° 18' 58,365"" W"
"16° 28' 54,794"" S","66° 53' 46,663"" W"
"16° 8' 36,846"" S","68° 36' 6,386"" W"
"15° 45' 4,619"" S","67° 33' 47,690"" W"
"15° 39' 59,237"" S","68° 41' 52,330"" W"
"16° 56' 30,002"" S","68° 33' 23,172"" W"
"16° 44' 26,679"" S","68° 37' 8,445"" W"
"17° 27' 16,469"" S","66° 52' 7,843"" W"
"16° 35' 10,481"" S","66° 55' 14,928"" W"
"16° 35' 59,046"" S","67° 8' 58,266"" W"
"16° 50' 33,366"" S","68° 14' 11,531"" W"
"15° 28' 8,188"" S","69° 17' 47,851"" W"
"17° 1' 7,433"" S","67° 4' 36,847"" W"
"15° 34' 58,892"" S","68° 3' 13,132"" W"
"17° 9' 3,322"" S","68° 58' 52,386"" W"
"16° 5' 40,455"" S","68° 40' 29,463"" W"
"16° 55' 22,435"" S","69° 12' 15,099"" W"
"17° 1' 57,043"" S","68° 53' 4,260"" W"
"15° 40' 23,526"" S","68° 52' 24,490"" W"
"15° 13' 26,557"" S","68° 24' 43,269"" W"
"15° 19' 44,080"" S","67° 34' 7,305"" W"
"17° 36' 47,745"" S","68° 12' 29,012"" W"
"16° 22' 38,354"" S","68° 28' 17,602"" W"
"16° 4' 39,031"" S","67° 46' 46,719"" W"
"16° 33' 39,811"" S","68° 31' 40,752"" W"
"16° 25' 47,648"" S","68° 16' 10,496"" W"
"15° 47' 2,856"" S","68° 37' 23,811"" W"
"15° 24' 4,008"" S","67° 33' 34,326"" W"
"13° 50' 28,975"" S","68° 0' 25,259"" W"
"17° 20' 30,759"" S","66° 59' 32,299"" W"
"17° 8' 42,960"" S","68° 42' 32,273"" W"
"17° 18' 54,317"" S","67° 49' 14,492"" W"
"17° 10' 39,451"" S","68° 30' 15,577"" W"
"17° 33' 7,193"" S","66° 58' 51,643"" W"
"17° 32' 9,751"" S","66° 53' 25,564"" W"
"17° 15' 45,305"" S","67° 9' 40,051"" W"
"17° 9' 24,803"" S","68° 50' 37,718"" W"
"17° 12' 22,686"" S","69° 6' 53,798"" W"
"16° 54' 27,187"" S","67° 3' 34,982"" W"
"17° 1' 57,729"" S","68° 32' 42,902"" W"
"17° 35' 50,996"" S","67° 0' 22,883"" W"
"17° 36' 12,215"" S","67° 48' 26,140"" W"
"16° 7' 3,637"" S","68° 52' 4,808"" W"
"12° 26' 11,935"" S","67° 59' 32,983"" W"
"16° 47' 17,512"" S","68° 36' 44,766"" W"
"15° 59' 5,085"" S","67° 26' 47,379"" W"
"15° 25' 26,059"" S","67° 32' 46,275"" W"
"15° 23' 11,208"" S","67° 39' 1,918"" W"
"17° 9' 57,319"" S","67° 59' 4,257"" W"
"15° 59' 4,849"" S","68° 40' 35,420"" W"
"17° 38' 29,444"" S","67° 52' 31,527"" W"
"16° 32' 10,237"" S","68° 29' 37,481"" W"
"14° 1' 51,796"" S","67° 53' 39,848"" W"
"16° 22' 4,547"" S","68° 31' 30,216"" W"
"16° 39' 12,959"" S","68° 16' 36,001"" W"
"15° 46' 54,766"" S","67° 24' 24,787"" W"
"13° 48' 1,531"" S","68° 8' 7,660"" W"
"15° 43' 19,290"" S","67° 32' 52,059"" W"
"15° 42' 36,347"" S","67° 40' 15,892"" W"
"13° 50' 42,773"" S","68° 8' 12,812"" W"
"15° 59' 25,403"" S","67° 27' 47,166"" W"
"16° 7' 31,703"" S","67° 11' 46,937"" W"
"16° 50' 48,935"" S","68° 38' 19,097"" W"
"16° 33' 10,330"" S","68° 40' 53,724"" W"
"16° 4' 17,352"" S","68° 34' 10,828"" W"
"15° 41' 27,590"" S","67° 31' 35,407"" W"
"17° 17' 40,092"" S","68° 8' 21,800"" W"
"16° 24' 48,326"" S","67° 33' 12,742"" W"
"17° 29' 3,450"" S","66° 50' 46,075"" W"
"16° 11' 35,115"" S","67° 44' 8,665"" W"
"17° 8' 33,168"" S","68° 0' 42,456"" W"
"15° 39' 47,768"" S","69° 13' 48,322"" W"
"15° 32' 28,438"" S","69° 4' 11,035"" W"
"16° 26' 3,459"" S","67° 28' 50,746"" W"
"15° 45' 28,785"" S","67° 42' 49,210"" W"
"16° 53' 14,406"" S","69° 5' 42,840"" W"
"16° 20' 59,476"" S","67° 33' 11,073"" W"
"15° 32' 31,389"" S","69° 6' 10,502"" W"
"15° 34' 22,844"" S","69° 16' 34,988"" W"
"16° 44' 14,053"" S","67° 7' 40,984"" W"
"15° 36' 12,117"" S","68° 58' 0,112"" W"
"17° 26' 21,328"" S","67° 31' 4,354"" W"
"16° 54' 10,080"" S","67° 14' 27,330"" W"
"16° 18' 7,799"" S","68° 27' 42,737"" W"
"16° 47' 4,985"" S","67° 45' 12,192"" W"
"17° 0' 5,000"" S","68° 8' 24,411"" W"
"15° 57' 33,308"" S","67° 27' 44,917"" W"
"16° 56' 44,573"" S","67° 6' 48,405"" W"
"17° 10' 25,555"" S","68° 59' 11,245"" W"
"16° 42' 56,378"" S","68° 15' 31,227"" W"
"16° 49' 10,711"" S","68° 50' 56,937"" W"
"16° 47' 7,732"" S","68° 43' 24,509"" W"
"16° 43' 27,887"" S","68° 26' 7,096"" W"
"16° 32' 26,810"" S","66° 55' 50,740"" W"
"16° 36' 15,339"" S","68° 50' 19,284"" W"
"16° 22' 43,702"" S","67° 33' 1,018"" W"
"16° 33' 0,319"" S","68° 38' 24,071"" W"
"16° 2' 44,356"" S","67° 59' 11,034"" W"
"16° 11' 32,680"" S","68° 45' 7,248"" W"
"16° 9' 1,051"" S","68° 51' 17,852"" W"
"15° 47' 12,760"" S","67° 10' 26,022"" W"
"16° 7' 51,406"" S","69° 0' 8,990"" W"
"16° 55' 31,561"" S","67° 35' 48,343"" W"
"17° 31' 52,029"" S","66° 50' 30,808"" W"
"17° 16' 54,650"" S","69° 7' 23,958"" W"
"15° 32' 22,106"" S","67° 55' 39,315"" W"
"15° 24' 42,955"" S","67° 26' 38,061"" W"
"17° 29' 46,367"" S","66° 59' 33,421"" W"
"17° 34' 37,522"" S","68° 23' 30,206"" W"
"15° 41' 47,680"" S","68° 59' 40,094"" W"
"17° 27' 38,918"" S","66° 51' 36,347"" W"
"17° 41' 39,438"" S","67° 42' 43,088"" W"
"15° 35' 18,339"" S","68° 38' 33,303"" W"
"15° 41' 4,989"" S","69° 8' 18,642"" W"
"15° 40' 45,172"" S","69° 9' 16,033"" W"
"16° 9' 19,817"" S","68° 30' 36,187"" W"
"16° 12' 3,380"" S","67° 10' 43,426"" W"
"15° 38' 22,577"" S","67° 9' 58,697"" W"
"16° 53' 42,081"" S","67° 56' 7,069"" W"
"14° 35' 0,641"" S","68° 20' 29,240"" W"
"16° 16' 52,528"" S","67° 40' 2,456"" W"
"16° 35' 38,196"" S","68° 51' 5,150"" W"
"16° 35' 50,878"" S","68° 50' 12,326"" W"
"17° 8' 46,299"" S","67° 20' 39,915"" W"
"15° 58' 18,152"" S","68° 39' 45,070"" W"
"15° 58' 10,398"" S","67° 30' 19,833"" W"
"15° 35' 57,228"" S","68° 32' 54,447"" W"
"15° 16' 3,886"" S","67° 28' 30,978"" W"
"15° 37' 43,752"" S","67° 23' 49,707"" W"
"17° 23' 52,538"" S","68° 34' 43,133"" W"
"13° 32' 58,535"" S","68° 17' 22,510"" W"
"15° 42' 3,883"" S","69° 10' 5,771"" W"
"11° 54' 34,253"" S","67° 58' 16,915"" W"
"15° 34' 38,017"" S","67° 23' 33,752"" W"
"16° 33' 8,450"" S","67° 7' 30,338"" W"
"14° 1' 49,000"" S","67° 53' 52,828"" W"
"12° 39' 26,374"" S","67° 4' 9,675"" W"
"15° 30' 46,676"" S","67° 51' 23,760"" W"
"16° 59' 36,625"" S","67° 6' 32,505"" W"
"15° 30' 36,249"" S","67° 53' 43,756"" W"
"16° 16' 23,532"" S","67° 38' 1,639"" W"
"15° 48' 39,874"" S","67° 41' 29,726"" W"
"16° 23' 7,369"" S","68° 35' 46,941"" W"
"16° 23' 25,830"" S","68° 35' 32,707"" W"
"16° 1' 55,356"" S","67° 37' 50,073"" W"
"17° 39' 29,964"" S","68° 30' 49,077"" W"
"17° 43' 48,610"" S","67° 58' 23,531"" W"
"16° 33' 18,430"" S","68° 36' 27,496"" W"
"17° 10' 6,673"" S","68° 12' 13,161"" W"
"14° 11' 52,404"" S","67° 44' 55,600"" W"
"16° 30' 9,678"" S","68° 30' 33,542"" W"
"15° 35' 30,603"" S","68° 7' 4,735"" W"
"17° 54' 8,673"" S","69° 17' 4,769"" W"
"17° 18' 22,738"" S","67° 54' 9,709"" W"
"16° 54' 43,122"" S","68° 34' 2,244"" W"
"17° 0' 58,592"" S","69° 15' 57,564"" W"
"16° 19' 8,892"" S","68° 39' 21,947"" W"
"17° 12' 1,520"" S","68° 12' 17,420"" W"
"17° 22' 37,647"" S","68° 11' 14,463"" W"
"17° 3' 53,476"" S","67° 47' 42,357"" W"
"17° 9' 55,108"" S","69° 20' 3,825"" W"
"16° 35' 2,290"" S","68° 23' 49,587"" W"
"15° 57' 30,134"" S","67° 14' 3,941"" W"
"15° 42' 24,886"" S","67° 41' 27,175"" W"
"15° 37' 19,067"" S","67° 45' 28,598"" W"
"15° 28' 48,101"" S","67° 15' 3,069"" W"
"15° 38' 18,322"" S","68° 42' 10,397"" W"
"15° 37' 38,755"" S","68° 40' 25,739"" W"
"15° 27' 56,810"" S","68° 40' 38,560"" W"
"15° 8' 57,648"" S","67° 41' 1,863"" W"
"15° 36' 41,790"" S","69° 13' 13,952"" W"
"15° 22' 28,478"" S","68° 48' 6,478"" W"
"15° 26' 25,469"" S","69° 0' 21,988"" W"
"16° 13' 19,006"" S","67° 53' 20,695"" W"
"16° 42' 31,140"" S","67° 32' 38,733"" W"
"15° 39' 28,857"" S","67° 32' 6,843"" W"
"15° 50' 34,708"" S","68° 43' 17,195"" W"
"15° 29' 26,636"" S","68° 48' 27,351"" W"
"16° 16' 0,137"" S","67° 6' 35,434"" W"
"15° 55' 47,791"" S","68° 47' 40,194"" W"
"15° 53' 10,383"" S","66° 55' 59,384"" W"
"17° 11' 28,602"" S","66° 57' 13,066"" W"
"16° 34' 26,187"" S","68° 8' 53,263"" W"
"16° 38' 21,710"" S","68° 56' 22,749"" W"
"15° 41' 29,141"" S","68° 57' 12,374"" W"
"16° 26' 37,016"" S","67° 30' 28,673"" W"
"17° 23' 26,062"" S","67° 55' 58,823"" W"
"14° 38' 21,005"" S","68° 32' 36,096"" W"
"16° 31' 46,134"" S","68° 33' 7,552"" W"
"15° 49' 6,520"" S","67° 29' 47,975"" W"
"17° 22' 39,988"" S","68° 12' 3,699"" W"
"17° 34' 59,400"" S","68° 12' 31,536"" W"
"15° 43' 19,826"" S","68° 51' 44,580"" W"
"15° 9' 17,256"" S","69° 0' 36,334"" W"
"15° 9' 15,178"" S","69° 0' 36,096"" W"
"17° 43' 26,694"" S","67° 45' 15,038"" W"
"17° 41' 34,676"" S","67° 40' 9,230"" W"
"17° 42' 54,160"" S","67° 37' 28,835"" W"
"15° 48' 51,788"" S","68° 44' 1,522"" W"
"16° 57' 12,356"" S","68° 36' 43,367"" W"
"15° 39' 29,870"" S","69° 10' 11,826"" W"
"16° 8' 43,586"" S","67° 7' 40,742"" W"
"16° 22' 8,875"" S","68° 33' 30,116"" W"
"17° 18' 1,798"" S","68° 5' 1,039"" W"
"17° 24' 15,412"" S","68° 1' 4,723"" W"
"14° 0' 58,702"" S","67° 58' 0,402"" W"
"17° 22' 38,380"" S","68° 41' 2,339"" W"
"16° 21' 14,315"" S","68° 32' 3,244"" W"
"15° 50' 58,387"" S","67° 13' 26,321"" W"
"17° 2' 29,534"" S","69° 12' 58,005"" W"
"15° 48' 37,214"" S","67° 9' 18,869"" W"
"17° 25' 36,144"" S","67° 8' 48,082"" W"
"17° 25' 5,125"" S","66° 58' 19,523"" W"
"17° 41' 16,880"" S","67° 42' 37,076"" W"
"15° 54' 46,507"" S","68° 23' 18,604"" W"
"16° 52' 18,271"" S","68° 51' 33,638"" W"
"16° 27' 2,123"" S","67° 28' 33,720"" W"
"16° 26' 46,302"" S","67° 28' 27,149"" W"
"15° 34' 17,239"" S","67° 39' 12,290"" W"
"15° 5' 15,458"" S","69° 2' 19,858"" W"
"15° 13' 4,184"" S","69° 0' 1,302"" W"
"15° 55' 51,627"" S","68° 49' 36,311"" W"
"17° 13' 52,886"" S","66° 54' 37,873"" W"
"17° 0' 53,008"" S","67° 47' 14,571"" W"
"15° 27' 15,461"" S","68° 49' 10,513"" W"
"17° 4' 23,714"" S","68° 34' 1,239"" W"
"15° 6' 49,679"" S","68° 28' 47,650"" W"
"13° 45' 53,827"" S","68° 16' 56,577"" W"
"15° 59' 25,259"" S","68° 35' 13,266"" W"
"16° 20' 48,939"" S","68° 38' 17,883"" W"
"16° 54' 23,499"" S","68° 6' 53,752"" W"
"17° 9' 39,186"" S","69° 29' 12,694"" W"
"17° 1' 6,211"" S","69° 13' 56,594"" W"
"15° 39' 49,717"" S","66° 58' 53,218"" W"
"15° 37' 38,967"" S","68° 57' 52,797"" W"
"17° 20' 4,778"" S","67° 50' 46,714"" W"
"17° 7' 31,055"" S","68° 42' 39,113"" W"
"17° 22' 9,828"" S","68° 10' 37,942"" W"
"17° 19' 4,257"" S","67° 32' 55,099"" W"
"17° 21' 31,211"" S","68° 3' 52,144"" W"
"17° 16' 35,280"" S","67° 22' 50,114"" W"
"17° 19' 58,553"" S","68° 7' 26,037"" W"
"17° 10' 26,710"" S","67° 29' 8,513"" W"
"16° 37' 51,979"" S","68° 19' 59,127"" W"
"16° 34' 54,771"" S","68° 18' 25,083"" W"
"16° 36' 0,244"" S","68° 46' 1,135"" W"
"16° 37' 28,071"" S","68° 17' 5,438"" W"
"16° 34' 0,945"" S","67° 53' 30,538"" W"
"16° 37' 22,736"" S","68° 45' 51,661"" W"
"16° 30' 22,547"" S","67° 25' 15,514"" W"
"16° 30' 0,926"" S","67° 25' 47,895"" W"
"16° 33' 12,132"" S","68° 24' 28,566"" W"
"16° 27' 45,760"" S","67° 23' 31,894"" W"
"16° 39' 24,840"" S","68° 27' 49,643"" W"
"16° 24' 1,893"" S","67° 34' 59,856"" W"
"15° 34' 33,453"" S","68° 39' 21,228"" W"
"16° 32' 50,930"" S","68° 48' 27,182"" W"
"16° 26' 16,162"" S","68° 21' 47,383"" W"
"16° 21' 27,603"" S","67° 45' 48,816"" W"
"16° 16' 4,840"" S","67° 3' 59,537"" W"
"16° 19' 43,309"" S","67° 36' 50,939"" W"
"16° 17' 46,505"" S","67° 22' 54,923"" W"
"16° 32' 14,939"" S","68° 49' 28,275"" W"
"16° 18' 0,827"" S","67° 18' 50,956"" W"
"16° 20' 3,258"" S","67° 37' 16,832"" W"
"16° 31' 36,903"" S","68° 45' 2,319"" W"
"16° 16' 47,620"" S","67° 15' 7,598"" W"
"16° 18' 58,772"" S","67° 28' 30,533"" W"
"16° 27' 35,524"" S","68° 26' 50,077"" W"
"16° 15' 40,393"" S","67° 33' 36,096"" W"
"16° 26' 53,959"" S","68° 38' 53,978"" W"
"16° 27' 7,083"" S","68° 39' 43,542"" W"
"16° 27' 43,777"" S","68° 55' 41,897"" W"
"17° 22' 59,200"" S","69° 14' 10,330"" W"
"15° 56' 25,631"" S","67° 34' 20,765"" W"
"16° 12' 37,533"" S","68° 54' 44,785"" W"
"16° 10' 28,516"" S","68° 43' 58,392"" W"
"16° 7' 15,414"" S","68° 32' 40,928"" W"
"15° 56' 1,983"" S","67° 29' 55,753"" W"
"16° 10' 39,158"" S","68° 46' 49,563"" W"
"16° 10' 39,727"" S","68° 45' 5,597"" W"
"16° 10' 26,335"" S","68° 45' 48,349"" W"
"15° 54' 17,839"" S","67° 16' 17,613"" W"
"15° 53' 41,610"" S","67° 14' 47,230"" W"
"15° 54' 34,364"" S","67° 29' 13,687"" W"
"15° 52' 2,183"" S","67° 30' 53,779"" W"
"16° 4' 12,453"" S","68° 36' 36,217"" W"
"12° 41' 18,595"" S","67° 59' 35,519"" W"
"16° 9' 22,093"" S","68° 18' 36,276"" W"
"15° 56' 29,306"" S","67° 45' 56,119"" W"
"15° 56' 38,189"" S","67° 32' 45,560"" W"
"16° 12' 7,511"" S","68° 7' 34,915"" W"
"16° 2' 35,117"" S","68° 35' 22,770"" W"
