featureNam
Enda T/Haymanot
Frewenyi (Senkata)
Idaga Hamus
Adi Zelia
Dola
Gijet
Samre
Adi Awiala
Adi Hageray
Lama
Shiraro
Sittona
Yirga
Inda Silase
Wukro Maray
Agbe
Missadi
Madra Gabeye
Mesfinto
Adi Mella
Haida
Kidus Mikael
Dejena
Nebelet
May Kental
Maychew
Adi Shoh
Chercher
Mago
Mersa Tigray
Weyra Wuha
Aysha
Biye Gurgur
Biyodidley
Biyo-Qaboobe
Cayshaca
Ceelahelay
Dawanle
Dewele
Laas-Xadhaadh
Omer-Guluf
Beela
Caydora
Coosbuly
Erer
Sideete
Baraaq
Gaad
Gohod
Harewa 1
Jeedane
Kalabeyr
Mile 2
Milo
Shinile 1
Xaarey
Xadhkaale
Aw-Barre
Carma
Dharwanaaje
Galawaadiile
Gobabley
Gobyarey
Gogti
Harawa 2
Jaamaale
Laylakaal
Rurujis
Sheble
Sheed-dheer
Sog-Sog
Teferi Ber
Togochale
Wajaale
Xera-Geel
Lafaciise
Arabi
Biyo Anod
Biyo-Baxay
Dhambal
Dhuure 1
Gajeeji
Harmukaale
Jeldesa
Jirimiti
Qaranley
Samakaab
Sanduleel
Mulu
Afdem
Bike 2
Salax-Daware
Beyean
Shabeley
Adaley
Amadle
Aroreysa
Bundada
Geelboob
Gum/harre
Harre
Lefeisa
Xaadow
Bodeley
Awkelef
Baliyoley
Ceegato
Dawacaley
Dhalan-Dhiga
Dhurwaale
Dubur-balar
Fadayda
Farda
Gabriile
Garbi
Gargoor
Gillo
Guyoobe
Harta-Sheekh
Hartishek
Horakhaliifo
Kebri Beyah
Qaaxo
Ruka
Waxaabajiro
Andho-Daxale
Ayan Arah
Dabeylweyne
Gumar
Harshin
Kabaqorey
Laftaagan
Madalweyn
Magalo
Quracramaale
Shanismood
Dagaxle
Dumdumo-cas
Faafan
Hadew
Dihun
Gansaale
Gersele
Dareselam
Garasley
Ararso
Baka
Baris-ade
Bulaale
Cobale
Degehabur
Dhagaxtuur
Dikrilley
Dudamori
Farah-Rawan
Felfel 2
G/Dhere
Garawo
Geedi-ar
Hacochibo
Hurale
Helo-dere
Higlaaley
Hurumo
Iimey
Isdabadeg
Koracelis
Korecelis
Labida
Magaload 1
Mindhicir
Abole
Qoboley
Sancade
Sandaxile
Sasabene
Tamangale
W/Adan
Yocaale
Gunagode
Gerbo
Daror
Rabaso
Aadan-Waraab
Aarjoog
Adanmanyere
Alabta
Aliya
Aroresa
Bali-Cabdi
Baliergin
Baligubadle
Balise
Bali-Suun
Burco-Duurey
Caaglibaaxle
Cadaada
Daalaco
Dagahyaade
Deror
Dhagaxda
El-Bahay
Gaashaamo
Gaashaanka
Galka
Gashamo
Goseyga
Gubadguun
Haskul
Idamadan
Inaguxa
Isku-Dhoon
Kaam-Abokor
Kaam-Haashim
Kaam-Liibaan
Kaam-Maxamed
Karooska
Lan Mulaho
Lankertaro
Mareg Dughleh
Mohlin
Raqda
Reebadhere
Samater
Shabelle
Shandambi
Uoda Gol Dable
Uodda Don
Waabo-Cado
Wadhane
Xalxalis
Degaga 2
Farso
Garbaduubo
Karinka 1
Mudulka
Tantomi
Xerosafar
Aljier
Bodedere
Hayeweyira
Gobeyne
Merkan
Ali-Barweyn
Ali-Jamac
Angolo
Baali-Dhaye
Balimidgaan
Cilmi-Xira
Codale
Cunbaal
Danot
Dinleh
Drialel
Fardolaye
Gaarabidhaanle
Gorgor
Gowlalaale
Habuura
Hadhadhan
Haye
Heegaale
Jarmalo
Kurmis
Labiile
Lander
Madax-Gaal
Marsin
Mersin Galgalo
Qaawane
Qararo
Qurac-Dhalaan
Samayo
Sararweyne
Serer Wein
Tuulo-Habreed
Tuulo-Qarax
Tuur-Wareen
X/Burburis
Xirsi-Macaf
Yucub-Boole
Serahaye
Buhodle
Ahmed-Kahin
Aloosane
Beshiro
Cadaley
Car-kalali
Caws-Macaan
Dhanqa
Duro
Fik
Hardhagax
Hodanweyin
Jeerinka
Marlabile
Nurgesad
Kudamaydile
Samanle
Herdagah
Rejeya
Fincha
Serekere
Yahob
Aferedid
Baaltaag
Boh
Bookh
Dameer-Cad
Dogub
Demergog
Docmo
Domo
Jiracle
Maded
Mirafedle
Sehder
Towradda
Wanaagsan
Dhaban-Adi
Gesehges
Hamero
Heesarar
Qaali-Cadaad
Xodey
Galatuban
Bermel
Karjajabo
Alifanade
Ciinley
Sangal
Ceebla-Cad
Ciidadow
Qurac-Tukale
Lantedar
Segeg
Berkunale
Geringon
Gebegebo
Bengado
Gomaar
Jilbisyale
Shekosh
Hade
Hare'ano
Jidale
Barlajisle
Dalad
Dawacaley
Dharin
Dhuure 2
El-Xar
Foljeh
Geladid
Jiic
Kabtanaag
Karin-Bilcinle
Korahe
Kudunbur
Landher
Lasdhankeyrle
Mare'alo
Marodileh
Tayin
Xudur-Eyle
Wichewiche
Komera
Alesmater
Ararba
Gerbadejo
Gora-Baqaqsa
Harra-Arba
Ifeba
Kabale
Xagar-Magor
Awraga
Bedale
Bila 3
Bubayio
Ceelood
Dekash Kisa
Deli Mendayo
Dereweyn
Dible
El Kere
El Kure
El Uak
El-Kure
Er Bar
Gaaley
Gololo
Jabso
Maja
Masle
Raaso
Shakisa
Sterka Reba
Towley
Unko
Werwer
Bulei
Carmale
Ceel-Ogadeen
Dalanbiya
Haarcad
Haraweyn
Jiracle
Sardale
Negadadiweini
Elmode
Libaan
Hilogodudo
Baare
Barda-Qorax
Bagun
Bod-ano
Bulshoweyn
Cilaan
Cuban
Dabafeyd
Dundacade
Garba Gudu
Garbaguduud
Gibiase
Gode
Hadhaawe
Kerim Tileh
Massela
Qandhadh
Rerenie
Sankober
Sigole
Yahasjemal
Karinka 2
Debaldeg
Bi-Idaaro
Bulo Olo
Burgabo
Caasha-Taag
Debeketur
Elele
Haar-Guduudo
Jare
Kelafo
Kunasi
Luuq-Dheere
Adad
Afade 1
Amina
Arabakale
Baar-Dumey
Balli
Bander
Bobayu
Caro-Guduud
Ciid-Dhere
Dab-Dheere
Dangi
El-Amoud
Elmedo
Galayax
Geeraare
Hilomadow
Il-Guduudo
Jalnqawi
Jarati
Kutiri
Laan-Qurac
Mangadude
Melka Chireti
Mideyn
Qarabaay
Qaruurax
Sabulaad
Sanqotor
Toosiyow
Towfiiq
Washaqo-Moh.
Xayir
Yabow
Afcadde
Afder
Afweyn
Baar-Geel
Candhaley
Dadhame
Dhirindhir
Digsa
El Bahid
El Barkle
Fashuq
God-Cusbo
Libaxjifa
Masallaaduun
Ooman
Qaboobe
Dundumened
Dudumo-Cad
Shilinle
Gerbobure
Kulolo
Arabure
Aramumud
Argedeb
Beledi
Dora-weyn
Hargadeb
Adot
Danane Dere
Dhibyar
Dhur-caytame
Gabal
Gongo
Imi Bale
Jiiq
Laab 1
Magalo-Marwo
Majabe
Suufley
W/Iimey
Xadhuunle
Abakoro
Bilakelda
Badaliilocad
Baqdad
Boh Bar
Bohol-Xagare
Burseredo
Daf-dafey
Dameerey
Debafed
Dhanagab
Haar-Uus
Kerker
Kunka
Xerodigren
Biraaley
Bakoka
Bilanga
Dibe Jilo
Fananmieba
Gherf
Haya Sifta
Higgli-BH
Qarabul-BH
Seeru
Walladea
Xayasuuftu
Afade 2
Al Abdile
Baan-Dheer
Bukuwako
El Daud
Filtu
Golbo
Gotbehabo
Hayinle
Hirin
Malka-Labi
Masaajid
Qullenti
Quracle
Quulaay
Waramus
Xaydiintu
Hilo-Naagood
Ban-Yare
Bulushe
Cogno
Duud-Gabi
East Imi
Galmey
Imi
Laab 2
Magaload 2
Melka Teka
Qaruud
Kyraley
Gudiso
Libahile
Adadle
Asbuli 2
Cayuun
Gosasani
Hodan-Weyne
Hermodeley
Hagel
Meleyko
Baaad
Bilaliqanda
Bircul
Burkayer
Ceelweyne
Dabatach
Denan
Dhamberweyne
Gabro
Jano-gaban
Koro
Marameydh
Qora
Shinile 2
Wadan
X/Marodile
Xararey
Yoocaale
Aleweyine
Adawe
Dig
Gerdame
Aware 2
Bali-Abaad
Carancarey
D/dalool
Dusmo
Inanta
Kaam-Barwaaqo
Laanqeyrta
Maaxato
Xarshin
Gimbi Shoa
Gindeberet
Gula Bedesa
Kachisi
Leweso
Sire Gino
Gola
Lafto Belo
Shino
Begi
Shashi
Inchini W Shewa 1
Mekoda
Bicho W Shewa
Chobi
Shikute
Biyo Karaba
Debeso 2
Doba
Tulo
Werehama
Arba
Asebot
Bardoode
Bilu
Fayu
Guba Koricha
Kora W Hararghe
Mieso
Mulu
Roma Boru
Sodoma
Babich
Ejaji
Gedo
Ijaji
Getema 2
Kebe
Galalshe
Ambo
Dembi Shoa
Guder
Hagere Hiwot
Meti 1
Siketu
Tule
Adis Amba
Duhkuka
Hirna
Wedeytu
Asgori
Boda
Ginchi
Gobeya
Keta W Shewa
Welenkomi
Yubdo W Shewa
Adis Alem
Bako
Sheboka
Tibe W Shewa
Funyan Timo
Kuni
Amonumet
Mesala
Guye
Kile
Yubdo W Wellega
Bedesa
Bososo
Burk Gudo
Gebiba
Hmero
Nure Musa
Sire W Hararghe
Teko Uno
Inchini W Shewa 2
Alem Gena W Shewa
Hamus Gebeya W Shewa 1
Seyo W.Shewa
Dereku
Gelemso
Lebu
Chando
Silk Amba
Rob Gebeya 2
Aro Dimtu
Berche
Boke
Chira W Hararghe
Delajebo
Fulensa
Ijegale
Kelado
Kotisa
Kurfa Roka
Megala
Ramis
Rukeyisa
Selahad
Debeka
Jarso
Tibe W Wellega
Tejo
Chanka
Kake
Alem Teferi
Yirga Dejen
Arb Gebeya W Shewa
Dogoma
Kure
Bube 3
Jeme
Becheki
Abebe
Niso
Shenen
Komona
Kera Kurkura
Arba Reketi
Beka
Merewa
Yabdo
Jaara 1
Jinacsaney
Lewenaji
Lo-Wanaaje
Tuliguleed
Tulu Guled
Mugi
Dembidolo
Buke
Mendi
Nejo
Bila W Wellega
Hena
Inango
Gimbi
Genet (Holeta)
Hamus Gebeya W Shewa  2
Menagesha
Agemti
Bilika
Dida Adi
Eurdo
