LAT,LONG
1.707339,10.495981
1.737127,10.44849
1.919607,10.323036
1.751789,10.107876
0.994752,10.543212
2.07087,10.300758
1.848346,10.140039
1.300285,10.186004
1.038885,10.637516
1.396862,10.645773
1.996601,10.317953
1.075346,10.76779
1.860053,10.422454
1.726669,10.421931
1.632695,10.319261
1.15,10.833333
1.003323,10.911992
2.043248,10.204134
1.569079,10.362855
1.426928,10.612129
1.253675,10.470531
1.593336,10.338597
1.593336,10.338597
1.774211,10.465117
1.608013,10.055316
1.438545,10.449974
1.680281,10.346448
1.438545,10.449974
1.910145,10.306102
1.634707,10.412129
1.425147,10.41633
1.334396,10.436419
1.360502,10.294114
1.036755,10.419101
1.8531,10.258675
1.440153,10.448625
1.100837,10.532344
1.770594,10.561861
1.481959,10.679729
1.83757,10.384057
1.8531,10.258675
1.081051,10.420926
1.680921,10.302256
1.468019,10.609497
1.028009,10.04749
1.910145,10.306102
1.634707,10.412129
1.490723,10.599663
1.915151,10.23223
1.795728,10.464187
1.570115,10.806803
1.45153,10.479002
1.386886,10.359154
1.555575,10.466901
1.392921,10.378017
1.715293,10.121308
1.465863,10.657805
1.151445,10.531888
1.788202,10.46336
1.03242,10.351826
1.159062,10.567503
1.35542,10.485381
2.161913,10.311293
1.8115,10.44063
1.578319,10.82073
1.419529,10.615836
1.0054,10.078466
1.35542,10.485381
2.161913,10.311293
1.8115,10.44063
1.0054,10.078466
1.228313,10.681508
1.623487,10.317937
1.425147,10.41633
1.334396,10.436419
1.263388,10.58204
1.251141,10.580937
1.085843,10.75578
1.012218,10.661248
0.97663,10.354183
1.02374,10.018188
1.159062,10.567503
1.895275,10.238425
1.159062,10.567503
1.753034,10.173228
1.718197,10.485848
1.945246,10.244012
0.968797,10.013473
1.847205,10.22433
1.843304,10.233179
1.847205,10.22433
1.486211,10.625735
1.298574,10.511092
1.196884,10.597631
1.195513,10.59033
1.024199,10.787206
1.405368,10.678329
1.60445,10.868751
0.996958,10.344981
1.929732,10.34457
1.859869,10.501194
1.828855,10.574973
1.737127,10.44849
1.848346,10.140039
2.07087,10.300758
1.300285,10.186004
1.396862,10.645773
1.075346,10.76779
1.860053,10.422454
1.726669,10.421931
1.15,10.833333
2.043248,10.204134
1.774211,10.465117
1.426928,10.612129
1.253675,10.470531
1.01403,10.193814
1.593336,10.338597
1.455523,10.27309
2.051715,10.229536
2.051715,10.229536
0.968797,10.013473
1.847205,10.22433
1.196884,10.597631
1.87335,10.553652
1.370254,10.700118
1.508612,10.202162
1.452827,10.602619
1.452827,10.602619
1.381233,10.324231
1.555057,10.13813
1.126564,10.582268
1.107225,10.405715
1.36493,10.566018
1.305484,10.573214
1.067808,10.617503
1.103118,10.594296
1.028009,10.04749
1.639686,10.391572
1.110298,10.771423
1.022997,10.824807
1.764738,10.103032
1.110298,10.771423
1.764738,10.103032
1.528951,10.65044
1.817287,10.428924
1.716122,10.501893
1.503916,10.48118
1.548141,10.771342
1.372087,10.283359
1.570842,10.539271
0.966667,10
1.774343,10.180884
1.774343,10.180884
0.99133,10.013017
1.575825,10.441753
1.717834,10.120375
1.127097,10.359518
1.44145,10.541054
1.575825,10.441753
1.04711,10.059974
1.036071,10.242699
1.900672,10.299277
1.88416,10.287467
1.1946,10.501065
1.891671,10.52631
1.816512,10.468372
1.149696,10.376716
1.878028,10.411086
1.866047,10.503927
1.538875,10.469079
1.040265,10.051927
1.088961,10.108747
1.180291,10.437973
1.088961,10.108747
1.143144,10.515584
1.394165,10.579469
1.843524,10.504961
1.571516,10.355179
1.029777,10.025518
1.947313,10.284366
1.029777,10.025518
1.716102,10.352525
1.604694,10.324542
1.180291,10.437973
1.332944,10.228483
1.149696,10.376716
1.572916,10.372449
1.544457,10.722087
1.469545,10.484655
1.398164,10.383488
1.330247,10.248055
1.165488,10.398498
1.079835,10.754183
1.241243,10.729226
1.923281,10.432507
1.882299,10.539258
1.805167,10.370801
1.779383,10.115932
1.770801,10.514187
1.709328,10.384033
1.065754,10.622827
1.207834,10.64033
1.451725,10.613007
1.079835,10.754183
1.011819,10.053537
1.145513,10.488428
1.593699,10.443543
1.576236,10.435745
1.452383,10.760941
1.048707,10.698316
2.080026,10.321558
1.57908,10.373201
1.418508,10.581803
1.843304,10.233179
1.06256,10.727705
0.978694,10.014918
0.978694,10.014918
0.966667,10
1.341086,10.28201
1.341086,10.28201
0.966667,10
1.568767,10.386886
1.570842,10.539271
1.259899,10.717886
1.830577,10.574169
1.715457,10.106398
1.122523,10.586147
1.309361,10.710729
1.715728,10.153713
1.57126,10.565261
1.029378,10.603651
2.094644,11.30997
2.094644,11.30997
2.157991,11.071491
1.974048,10.99357
1.907823,11.169666
1.86728,11.132251
2.167711,11.157957
2.148133,11.335396
1.981261,11.13226
1.996606,11.323773
1.93255,11.064626
1.896728,11.186285
2.009681,10.78715
2.095367,11.25503
2.134937,11.054578
1.857481,11.254562
1.797084,11.331605
1.9,11.35
2.090798,10.791822
2.016131,11.030776
2.003118,11.172757
2.148745,10.770187
2.048514,10.848067
2.118216,10.978528
2.037718,10.858526
1.968052,11.204877
1.968052,11.204877
1.9,11.35
2.166667,11.3
2.17176,11.167382
2.141221,10.642512
2.090798,10.791822
2.091107,10.605978
2.057227,11.316525
2.003601,10.451429
2.147036,10.948773
2.143237,10.856725
2.147036,10.948773
1.772249,11.322076
1.772249,11.322076
1.977949,11.327153
1.772249,11.322076
1.834042,11.083544
2.134937,11.054578
1.857481,11.254562
1.797084,11.331605
2.016131,11.030776
2.003118,11.172757
2.148745,10.770187
2.083333,11.316667
2.037718,10.858526
1.856073,11.366086
2.094908,11.017171
2.08576,11.000008
1.964587,11.320696
1.95344,11.146528
1.856073,11.366086
2.120039,10.540821
2.070357,11.310382
2.161225,11.30991
2.117238,11.209662
1.983164,10.872558
1.983164,10.872558
2.175561,11.173025
2.155272,11.124903
2.117061,10.895102
1.997885,10.433962
2.175561,11.173025
1.997885,10.433962
2.026462,10.968107
2.140935,10.520211
2.078959,11.064847
2.064989,11.049269
1.805127,11.03861
2.026462,10.968107
2.140935,10.520211
2.125216,10.671354
1.938555,11.109261
1.915496,11.235828
2.021753,11.234064
1.80298,11.019335
1.80298,11.019335
1.791645,11.295838
1.820363,11.397171
1.820363,11.397171
2.066667,11.216667
2.074659,11.311353
2.146116,11.038817
2.146116,11.038817
1.980659,11.331015
1.966382,11.001913
1.980659,11.331015
2.066667,11.216667
2.107941,10.830429
2.066667,11.216667
2.153856,11.027436
2.153856,11.027436
1.82424,11.037114
1.880665,11.315297
1.82424,11.037114
1.883333,11.133333
2.083333,10.438432
2.04687,10.847417
2.04687,10.847417
1.798731,11.392206
1.798731,11.392206
2.083333,10.438432
2.17176,11.167382
2.091107,10.605978
2.003601,10.451429
2.141221,10.642512
2.041188,10.479268
1.95598,11.033018
2.038198,11.060096
2.063636,10.484573
2.144114,10.815978
2.144114,10.815978
2.135667,11.105056
2.151013,10.810404
2.045453,10.582093
2.156563,11.083314
2.156563,11.083314
2.156563,11.083314
2.156563,11.083314
2.135667,11.105056
2.133402,10.41901
2.04958,11.198971
1.795162,11.06538
2.04958,11.198971
1.817213,11.34133
2.045453,10.582093
2.083264,10.696624
2.164977,11.160197
1.863966,11.196823
2.045697,11.003946
2.087762,11.25877
2.069769,11.268487
2.087762,11.25877
2.069769,11.268487
2.120456,10.7
2.046693,10.477132
2.046693,10.477132
1.870399,11.092912
1.787419,11.153472
1.787419,11.153472
1.966667,11.233333
2.087712,10.785645
2.030811,11.291946
1.994516,11.329416
1.993119,11.267597
2.164977,11.160197
1.793033,11.204583
1.793033,11.204583
2.010948,10.537742
1.978518,10.493455
2.045453,10.582093
2.085744,10.451102
1.828756,11.134985
1.824061,11.124591
2.092152,10.694901
2.172852,11.212796
1.936782,10.504853
2.002992,11.315935
2.132523,11.304423
2.011791,10.921448
2.083333,11.05
2.021933,11.261857
2.021933,11.261857
1.939355,11.233556
1.958399,10.532859
1.942482,11.275906
2.001853,11.019828
1.977251,11.246457
1.942482,11.275906
2.151061,11.335279
2.127545,10.533333
2.161575,10.447451
2.151061,11.335279
2.151061,11.335279
2.161575,10.447451
1.95281,11.183242
1.879163,11.150193
2.1,11.083333
2.083269,11.166784
1.95281,11.183242
1.879163,11.150193
2.056509,10.83538
2.138845,10.749587
1.778759,11.23647
1.945514,11.116094
1.977543,10.801588
1.945514,11.116094
2.083333,11.316667
2.033437,10.946624
1.850019,11.345483
2.075888,11.309005
2.007079,10.480439
2.136746,10.935704
2.016667,10.966667
1.99388,10.971175
2.01511,11.158184
1.99388,10.971175
2.136746,10.935704
1.977543,10.801588
1.778759,11.23647
1.945514,11.116094
2.075888,11.309005
2.033437,10.946624
2.050138,10.477752
1.939304,10.473425
2.16284,11.096396
2.16284,11.096396
2.141078,10.863814
2.141078,10.863814
2.024749,10.945986
2.133525,10.928136
2.145954,11.32828
2.15459,10.802796
1.990824,11.193306
2.157411,10.997302
2.007064,11.265288
1.955747,11.016528
2.157411,10.997302
2.007064,11.265288
1.891677,11.222044
2.137375,10.57731
1.907196,11.340486
1.89193,11.272052
1.89193,11.272052
1.907196,11.340486
2.043402,11.24145
2.05,11.116667
1.958399,10.532859
1.982869,11.229762
1.935601,11.084933
1.840437,11.16127
2.055443,10.478303
2.038198,11.060096
1.895701,11.298772
2.085744,10.451102
1.936782,10.504853
1.917975,10.992524
1.930308,11.267944
2.168441,11.239716
1.930373,11.23835
2.168441,11.239716
2.105833,11.168879
1.836168,11.254033
1.983932,11.167222
1.806419,11.248815
2.134676,10.668786
1.856002,11.003292
2.120815,11.230904
2.065387,11.095498
2.047598,11.253976
1.951356,11.318521
1.939152,11.128203
1.86765,11.087728
1.81028,11.169664
1.805716,11.168077
1.76167,11.170497
1.836168,11.254033
1.983932,11.167222
1.806419,11.248815
2.047598,11.253976
2.134676,10.668786
1.951929,11.240586
1.973446,10.823626
1.973446,10.823626
1.884669,11.361201
1.937743,10.496968
1.835073,11.237989
1.937743,10.496968
2.016667,11.183333
1.960001,11.127232
2.156302,11.271335
2.156302,11.271335
1.881838,11.046526
1.982717,10.784544
2.140923,11.130656
1.926204,11.137182
1.828974,11.365278
2.157913,10.98735
2.02727,10.471421
2.073171,10.826049
2.136819,11.309326
1.821405,11.227234
1.821405,11.227234
2.067838,10.615289
2.114324,10.535951
2.063636,10.484573
1.989741,10.427804
1.882795,11.286114
2.060774,11.03965
2.060774,11.03965
1.869774,11.101942
2.066667,11.216667
2.122799,10.728716
2.066569,11.108835
2.066569,11.108835
2.069354,10.463636
1.790557,11.382148
1.790557,11.382148
2.020793,11.314087
1.833333,11.383333
1.833333,11.383333
2.020793,11.314087
1.990298,11.245004
1.926505,11.167544
1.990298,11.245004
1.926505,11.167544
2.114946,11.304425
2.136089,10.613222
1.920019,11.260243
2.115493,11.189522
2.115493,11.189522
2.066667,11.283333
2.132079,11.012909
2.115493,11.189522
2.070268,11.107505
2.158561,11.290807
2.107434,11.304893
1.839589,11.327426
2.1574,11.258859
2.157913,10.98735
2.115493,11.189522
2.046721,10.95891
2.041069,10.872317
1.876544,11.053684
1.889816,11.353595
1.867984,10.981094
1.867984,10.981094
2.14752,10.48788
2.14752,10.48788
2.023419,10.557097
1.995797,10.520043
2.02567,10.755696
2.133595,10.83638
2.109186,10.689213
1.95999,10.5385
2.113237,11.025411
1.909948,11.024613
2.136089,10.613222
2.02567,10.755696
2.109186,10.689213
1.95999,10.5385
2.133595,10.83638
2.136089,10.613222
2.136089,10.613222
2.136089,10.613222
1.909948,11.024613
1.920019,11.260243
2.106476,10.532782
2.106476,10.532782
2.113237,11.025411
2.1574,11.258859
2.121704,11.053299
2.087296,11.110661
2.016667,10.95
1.963359,10.846163
1.930233,11.330449
2.067126,10.497152
2.016667,10.95
1.963359,10.846163
1.951356,11.318521
1.86765,11.087728
1.839589,11.327426
1.914385,11.158882
2.085352,11.212053
2.02727,10.471421
2.073171,10.826049
1.941233,10.486732
2.085352,11.212053
2.067838,10.615289
2.067126,10.497152
2.12521,10.674016
1.820422,11.030298
2.134895,10.576902
2.083333,11.283333
2.092152,10.694901
2.158071,11.110912
2.11429,10.685349
2.078066,10.458329
2.138796,11.317016
2.080945,10.520434
2.048071,10.586158
1.813194,11.344279
1.813194,11.344279
2.097726,10.528234
2.13122,10.73811
1.94657,10.494611
2.12052,10.887906
2.011623,10.463733
2.009472,10.454736
1.888203,11.187718
2.102297,10.531771
2.033281,10.570904
2.033281,10.570904
1.828835,11.363129
1.951131,11.047006
2.067442,10.712843
2.067442,10.712843
1.773605,11.296577
1.940964,11.321092
1.773605,11.296577
2.033281,10.570904
2.023159,10.469699
2.066667,11.25
1.928594,11.219263
1.928594,11.219263
2.023159,10.469699
2.041069,10.872317
1.876544,11.053684
1.889816,11.353595
2.062312,11.191071
2.13048,11.241344
2.13048,11.241344
1.768021,11.374283
1.873531,10.975048
2.034068,10.477729
1.91944,11.329634
2.126138,11.302019
2.034068,10.477729
1.91944,11.329634
1.879677,11.256487
1.879677,11.256487
1.807861,11.290997
1.833318,11.194429
2.05,10.916667
1.783333,11.316667
1.886841,11.147952
1.886841,11.147952
2.161956,10.981397
2.167,11.250244
2.06897,10.92075
2.167,11.250244
1.94546,11.162595
2.161956,10.981397
2.134895,10.576902
2.001297,11.09186
2.158071,11.110912
2.11429,10.685349
2.048071,10.586158
2.048071,10.586158
2.080945,10.520434
1.813194,11.344279
2.102297,10.531771
2.138796,11.317016
2.12052,10.887906
2.009472,10.454736
2.011623,10.463733
1.888203,11.187718
2.158561,11.310839
2.158561,11.310839
2.15356,11.069426
2.130189,10.926071
2.024749,10.945986
1.942624,11.055496
